,transaction_amount,quantity,customer_age,is_fraudulent,account_age_days,transaction_hour,transaction_day,transaction_month,encoded_payment_method,encoded_product_category,encoded_device_used
551,15.98,3,25,0,4,20,3,1,2,3,1
552,390.45,4,16,0,149,8,0,3,0,0,0
553,11.76,3,35,0,204,1,4,1,1,1,0
554,81.44,2,22,0,288,18,0,2,3,4,0
555,400.14,1,36,0,181,9,4,3,2,2,0
556,149.22,4,22,0,90,23,2,3,3,2,1
557,75.82,4,36,0,291,7,6,2,0,3,2
558,29.62,2,29,0,16,15,0,3,1,1,0
559,121.04,4,30,0,104,8,0,1,3,1,0
560,182.0,1,42,0,31,1,3,2,2,0,2
561,108.01,1,36,0,221,14,1,1,2,1,0
562,67.13,4,47,0,357,23,1,3,0,2,0
563,126.48,1,46,0,362,3,6,3,1,4,2
564,356.22,1,36,0,312,6,3,2,1,1,1
565,1291.65,2,39,0,67,1,3,2,1,3,0
566,176.45,4,24,0,365,15,2,1,0,2,2
567,49.9,4,41,0,94,6,0,1,0,4,0
568,61.95,1,25,0,340,12,3,3,2,2,2
569,85.87,2,24,0,86,11,0,1,0,3,1
570,352.02,2,38,0,27,22,2,1,2,2,2
571,349.87,3,28,0,143,10,5,3,2,3,1
572,345.37,3,29,0,123,10,1,3,1,2,2
573,249.97,2,32,1,8,0,2,2,0,0,1
574,11.36,2,37,0,218,22,4,3,3,3,2
575,104.8,5,34,1,291,18,0,1,2,1,2
576,305.94,3,22,0,240,20,1,1,3,0,2
577,84.53,1,39,0,285,11,0,2,1,2,0
578,28.16,1,30,0,294,4,0,2,1,2,2
579,21.29,3,36,0,89,12,6,3,3,0,0
580,108.4,5,44,0,87,9,3,2,0,4,0
581,76.87,5,28,0,36,19,1,1,0,4,2
582,63.48,5,35,0,151,13,0,3,3,1,0
583,717.66,3,42,0,276,15,2,2,2,4,1
584,664.76,1,33,0,179,23,5,2,2,4,1
585,342.86,5,34,0,284,9,4,3,1,2,1
586,375.26,5,35,0,176,12,5,3,2,2,0
587,40.25,2,20,0,333,1,1,1,2,3,2
588,166.82,1,42,0,31,7,5,3,2,2,1
589,535.8,4,52,0,76,8,1,1,3,1,2
590,26.54,1,27,0,349,20,0,1,1,4,2
591,106.26,2,17,0,119,4,5,2,0,2,1
592,264.79,4,38,0,114,21,0,1,2,1,2
593,103.47,4,37,0,101,5,4,1,3,1,0
594,12.91,1,18,0,72,13,1,1,3,0,2
595,675.82,5,36,0,132,10,3,3,0,1,1
596,233.1,2,53,0,118,18,0,4,0,3,1
597,253.77,5,43,0,194,4,2,3,2,4,0
598,43.1,2,27,0,122,2,0,2,1,2,2
599,13.3,2,19,0,224,17,0,2,2,2,0
600,244.97,2,41,0,229,5,3,3,2,3,0
601,178.91,4,24,0,197,4,4,3,2,2,1
602,20.27,1,25,0,48,18,5,2,1,3,1
603,114.41,1,36,0,115,13,6,3,3,1,1
604,30.85,1,24,0,91,8,1,4,3,1,0
605,316.24,3,31,0,158,22,4,1,1,1,2
606,455.98,3,34,0,315,16,5,2,3,3,0
607,1308.1,3,30,0,24,13,3,2,0,3,2
608,20.08,2,39,0,154,20,5,2,2,3,2
609,27.89,4,31,0,110,13,6,2,3,4,1
610,723.17,5,35,0,211,7,2,1,1,4,2
611,69.73,1,44,0,37,22,2,3,3,0,0
612,313.06,5,45,0,362,7,2,1,3,1,1
613,49.66,4,21,0,64,14,0,3,1,0,2
614,2289.7,5,26,1,200,14,2,2,1,1,0
615,60.43,3,28,0,61,9,6,1,0,4,0
616,514.67,3,35,0,152,2,6,3,0,2,0
617,287.58,3,37,0,214,21,1,2,0,3,2
618,560.45,2,48,0,264,9,4,1,2,0,1
619,324.18,3,50,0,55,14,2,1,0,1,1
620,241.83,1,31,0,186,12,2,2,3,0,0
621,455.9,3,41,1,12,0,2,1,1,4,1
622,87.87,3,37,0,339,21,4,3,2,4,0
623,365.17,2,44,0,47,7,3,1,3,2,1
624,327.2,3,25,0,338,15,4,3,3,4,0
625,86.12,3,38,0,231,11,1,1,0,0,2
627,107.67,5,34,0,48,5,0,3,0,4,0
628,488.02,3,45,0,362,4,4,1,0,0,1
629,163.43,1,35,0,195,12,5,3,1,1,1
630,380.87,2,39,0,104,15,5,1,0,4,1
631,396.08,1,26,0,282,19,4,3,0,2,2
632,197.69,3,33,1,182,3,6,3,3,3,0
633,427.79,2,46,0,76,9,1,2,2,4,2
634,70.18,4,25,0,65,15,2,3,0,3,2
635,688.52,1,26,0,272,9,2,3,0,3,2
636,43.73,5,42,0,352,8,5,1,3,2,0
637,12.27,2,37,0,299,10,1,3,0,0,0
638,166.15,5,24,1,19,18,4,3,2,3,2
639,17.05,4,41,0,6,12,2,3,3,4,2
640,65.83,2,26,0,190,22,2,2,0,0,2
641,98.29,3,22,0,210,18,0,2,3,4,2
642,158.16,3,27,0,282,13,3,3,3,3,2
643,124.18,3,32,0,226,1,0,2,0,3,0
644,94.16,3,66,0,162,11,2,3,3,3,1
645,609.5,2,21,0,116,15,4,3,1,1,0
646,320.51,5,36,0,117,14,3,1,3,3,0
647,116.12,1,38,0,109,19,2,2,2,2,1
648,464.8,1,35,0,240,15,2,3,3,0,2
649,99.58,3,26,0,261,4,0,3,2,1,2
650,76.39,5,38,0,55,16,6,2,0,1,0
651,341.08,2,22,0,122,15,6,3,2,4,2
652,196.83,3,25,0,163,6,6,1,2,4,2
653,198.19,1,34,0,192,22,4,2,0,3,0
654,244.88,3,41,0,282,15,2,3,0,4,2
655,45.41,3,42,0,77,22,3,1,1,2,0
656,123.4,5,26,0,359,17,4,3,1,0,0
657,111.41,4,47,0,94,11,5,2,3,2,0
658,69.94,5,21,0,331,3,3,3,3,0,1
659,28.21,4,22,0,15,14,4,3,3,0,0
660,118.65,4,29,1,12,3,6,3,2,4,1
661,113.81,1,38,0,333,8,6,1,3,4,0
662,146.76,1,39,0,252,6,4,2,0,3,2
663,275.55,2,20,1,28,23,6,2,0,1,1
664,214.95,1,19,0,303,13,2,2,0,2,0
665,190.28,1,38,0,44,5,1,2,0,2,2
666,867.35,2,27,0,234,7,5,1,2,3,1
667,369.0,4,36,0,93,22,0,2,3,3,0
668,63.11,3,22,0,341,12,1,3,3,4,2
669,249.21,4,49,0,310,21,6,3,1,4,0
670,90.43,2,47,0,320,23,2,1,3,0,2
671,322.69,4,67,0,80,15,1,2,0,3,1
672,661.17,5,35,0,126,6,0,1,2,0,2
673,55.91,2,31,0,274,6,4,2,1,2,1
674,195.76,3,24,0,242,0,1,1,2,0,2
675,25.54,3,41,0,200,7,1,3,0,1,0
676,164.76,3,37,0,221,0,5,3,1,1,0
677,168.27,5,23,0,289,16,6,1,0,4,1
678,77.1,3,30,0,120,2,3,2,3,2,2
679,17.38,4,36,0,228,20,1,1,3,1,2
680,692.55,4,27,0,191,22,4,2,3,2,1
681,361.67,3,39,0,76,18,2,3,0,1,2
682,38.83,2,40,0,271,10,3,2,1,1,1
683,251.23,3,24,0,123,6,2,1,1,0,1
684,225.3,5,33,0,334,10,2,2,3,1,0
685,67.15,1,44,0,244,1,4,2,3,3,2
686,13.76,4,19,0,297,16,6,3,0,4,1
687,370.45,2,39,0,147,17,5,3,2,4,1
688,552.82,3,34,0,24,19,6,3,1,2,0
689,88.33,2,33,0,329,16,3,1,2,4,1
690,217.8,2,33,0,37,3,0,2,0,1,1
691,80.36,3,31,0,84,7,0,2,2,0,0
692,101.98,3,52,0,95,20,4,3,2,0,0
693,60.67,1,22,0,345,18,4,1,2,3,2
694,275.46,1,41,0,126,14,2,1,2,0,0
695,1189.87,2,45,0,359,18,3,1,3,3,1
696,301.12,5,42,0,100,16,1,3,1,4,0
697,22.86,3,53,0,71,10,0,1,3,1,1
698,267.63,5,48,0,233,18,1,2,3,3,2
699,336.23,5,44,0,288,0,5,3,3,4,1
700,341.67,3,40,0,43,2,6,3,2,0,0
701,65.0,5,35,0,351,8,0,3,3,1,1
702,212.49,5,24,0,102,23,6,3,1,4,0
703,44.83,5,45,0,142,3,1,3,2,0,1
704,21.34,2,31,0,136,5,1,3,0,2,2
705,381.01,3,25,0,288,6,1,1,0,1,2
706,213.81,1,43,0,284,12,6,1,2,1,2
707,32.18,5,38,0,138,15,4,2,3,2,0
708,178.55,1,39,0,44,5,5,3,3,0,1
709,114.6,4,37,1,346,21,1,1,1,3,1
710,105.89,4,45,0,247,7,3,3,3,0,2
711,56.77,2,35,0,183,13,3,1,1,4,0
712,500.89,1,18,1,14,1,0,2,3,2,1
713,477.4,2,32,0,365,2,4,2,0,2,2
714,44.43,5,34,0,61,13,2,1,0,2,0
715,252.38,5,38,0,85,2,5,1,3,0,0
716,216.05,3,50,0,263,20,0,2,1,4,2
717,89.61,3,19,0,90,10,2,1,1,2,1
718,563.49,1,37,0,173,0,2,2,0,3,1
719,175.39,1,58,0,312,17,6,1,3,1,1
720,285.24,4,19,1,287,1,2,1,3,4,0
721,113.49,1,41,0,72,12,1,2,0,0,0
723,430.29,5,36,0,54,21,1,2,0,4,0
724,236.56,3,46,0,140,19,4,1,0,4,1
725,296.56,1,38,0,191,8,5,2,1,0,2
726,474.59,2,32,0,10,5,6,2,0,2,0
727,102.75,1,35,1,305,4,2,3,0,3,1
728,85.24,4,38,0,12,16,2,1,2,1,2
729,344.07,5,36,0,124,22,0,2,2,0,1
730,224.16,2,44,0,213,13,5,3,1,1,2
731,15.23,5,28,0,1,18,6,3,3,3,2
732,530.26,1,36,0,20,12,2,3,0,3,2
733,138.14,5,26,0,242,21,6,1,2,0,1
734,506.5,2,49,0,355,0,0,3,0,2,0
735,46.55,5,26,0,253,9,6,3,1,3,2
736,240.96,4,19,0,53,0,0,3,2,2,2
737,405.29,4,39,0,263,12,1,1,0,4,2
738,380.55,1,30,0,336,15,3,2,2,3,2
739,18.79,4,39,0,17,10,5,1,0,2,0
740,738.22,2,27,0,222,19,1,3,2,0,1
741,799.32,5,42,0,203,17,6,2,2,0,2
742,130.24,2,51,1,13,7,4,2,0,0,0
743,20.0,5,42,0,41,20,5,3,2,3,2
744,259.19,5,32,0,351,10,5,1,1,0,2
745,369.78,3,36,0,221,16,4,3,2,3,0
746,175.62,5,27,0,119,19,1,3,3,3,0
747,151.09,2,39,0,54,11,5,3,0,3,0
748,129.22,5,36,0,188,18,2,3,2,1,2
749,49.07,4,27,0,332,6,2,1,2,4,1
750,90.04,3,47,0,339,16,4,2,0,2,0
751,280.0,2,38,0,99,17,0,3,2,0,2
752,764.34,4,46,0,22,2,0,2,0,1,1
753,70.45,2,26,0,235,15,3,1,2,3,1
754,101.24,1,39,0,325,8,2,2,0,4,2
755,319.84,4,24,0,219,1,3,2,2,1,2
756,92.03,5,31,0,157,21,3,3,3,3,2
757,660.7,2,46,0,246,3,0,1,0,3,0
758,158.65,4,21,0,71,8,1,2,0,1,2
759,26.48,3,50,0,150,13,6,1,3,3,1
760,75.1,2,35,0,146,17,5,1,2,4,0
761,373.61,5,32,0,29,21,5,2,1,1,2
762,19.02,3,30,0,193,1,1,1,2,4,2
763,200.65,4,41,0,314,22,5,2,0,4,1
764,368.31,1,32,0,106,15,6,1,0,4,2
765,176.07,3,33,0,99,14,3,2,3,2,2
766,347.99,1,37,0,152,17,6,3,0,4,2
768,376.67,5,19,0,62,4,2,2,3,1,1
769,25.59,1,62,0,315,11,0,3,2,0,1
770,217.01,1,32,0,328,8,2,2,3,4,1
771,52.36,2,33,0,112,1,4,1,1,1,0
772,537.02,2,18,0,30,22,3,3,0,1,1
773,87.07,1,44,0,112,4,2,3,1,1,1
774,47.33,1,24,0,44,16,4,3,1,1,2
775,530.07,3,46,0,14,2,1,1,2,3,1
776,318.94,3,51,0,63,3,1,2,2,1,1
777,437.62,1,28,0,60,22,4,2,3,1,0
778,66.98,1,23,0,250,10,0,1,0,1,1
779,640.03,2,41,0,168,12,1,4,3,1,2
780,117.58,4,44,0,357,21,2,1,0,0,2
781,58.42,1,36,0,70,9,1,1,0,0,2
782,226.19,2,42,0,83,22,0,2,2,1,2
783,30.07,3,25,0,239,8,6,3,2,4,0
784,60.56,4,39,0,118,8,4,2,0,3,0
785,639.99,5,44,0,65,3,1,1,2,4,0
786,179.17,2,33,0,127,16,6,3,2,3,2
787,85.44,1,49,0,234,13,0,1,2,2,1
788,187.16,4,31,0,290,11,4,3,2,0,2
789,223.96,3,51,0,227,13,1,4,0,0,0
790,453.34,3,29,0,134,23,6,2,2,0,2
791,100.36,3,33,0,77,1,1,2,3,2,0
792,499.76,3,41,0,286,20,2,3,0,0,1
793,58.95,2,44,1,44,16,6,2,2,1,1
794,129.6,3,33,0,176,11,5,1,1,2,0
795,18.56,5,38,0,211,22,4,2,0,3,0
796,14.83,5,30,1,17,16,6,1,2,2,2
797,119.36,4,16,0,60,20,5,2,3,4,0
798,286.84,5,31,0,92,8,4,3,1,3,1
799,774.44,4,63,0,72,16,5,3,0,0,1
800,21.57,4,52,0,328,4,1,2,2,3,2
801,114.17,3,42,0,81,20,4,1,1,1,0
802,86.4,4,51,0,51,2,4,2,0,2,2
803,276.44,3,33,0,77,17,4,2,1,1,2
804,897.52,2,31,0,323,1,4,3,3,0,2
805,92.59,5,18,0,44,12,1,1,1,0,1
806,170.77,4,41,0,193,7,4,3,1,2,0
807,30.19,1,34,0,227,9,2,2,0,0,0
808,32.63,1,43,0,316,11,5,2,2,2,1
809,40.6,1,39,0,94,14,5,3,2,0,1
810,260.85,4,27,0,218,0,5,3,2,1,1
811,337.14,5,22,0,23,12,4,2,2,0,2
812,10.96,4,30,0,137,8,4,1,3,0,2
813,142.82,2,22,0,320,12,5,2,3,0,0
814,400.93,5,24,0,95,5,2,1,2,1,0
815,248.26,2,44,0,224,4,2,3,1,0,2
816,10.04,4,43,0,316,3,2,4,2,1,1
817,450.93,4,27,0,262,9,0,2,1,0,2
818,1006.04,5,37,0,137,4,5,1,0,3,2
820,442.15,4,18,0,67,13,5,1,0,4,0
821,67.94,5,34,0,150,22,0,3,2,1,2
822,279.74,1,41,0,339,8,1,1,3,3,1
823,544.95,4,41,0,27,7,2,2,2,4,1
824,235.49,4,45,0,55,22,1,2,1,3,1
825,26.27,4,37,0,243,9,2,3,3,1,2
826,158.9,1,44,0,87,1,4,3,0,2,2
827,261.49,2,42,0,330,0,1,1,3,3,2
828,32.76,2,22,0,365,6,6,1,1,3,0
829,76.62,4,33,0,13,13,4,2,3,1,1
830,167.65,1,69,0,354,1,0,1,1,4,0
831,177.77,5,33,0,167,18,4,2,1,0,0
832,16.51,3,35,0,98,11,4,3,0,0,0
833,361.32,3,50,0,296,0,1,3,1,3,0
834,171.5,1,16,0,263,6,5,2,0,1,2
835,74.55,3,27,0,236,1,1,3,1,2,2
836,1258.12,5,31,0,267,11,4,3,1,4,0
837,347.48,3,48,0,119,1,1,4,0,1,2
838,99.84,4,33,0,257,2,0,3,1,2,0
839,20.23,5,36,0,18,12,5,1,1,1,2
840,135.33,4,36,0,142,5,3,1,0,3,0
841,1009.74,1,42,0,149,3,5,2,2,3,1
842,448.79,3,29,0,153,6,5,1,3,4,1
843,204.06,3,28,0,293,18,2,1,0,0,1
844,75.96,3,31,0,112,7,2,1,2,1,0
845,33.12,5,37,0,253,14,3,3,0,2,1
846,38.41,5,28,0,337,11,5,3,3,3,0
847,688.87,2,51,0,321,2,4,2,2,4,0
848,95.46,4,59,0,28,11,4,2,3,4,1
849,262.96,3,42,0,336,20,2,2,1,2,0
850,59.07,3,45,0,53,6,1,2,2,0,0
851,58.93,2,47,0,116,4,4,1,1,1,1
852,74.06,2,32,0,93,12,4,2,2,2,0
853,392.9,3,41,0,336,13,1,3,0,2,0
854,247.27,4,37,0,339,14,2,3,0,3,1
855,58.35,4,39,0,47,12,6,1,1,3,2
856,20.14,2,36,0,64,3,5,1,0,2,0
857,48.15,1,29,0,71,2,0,1,0,3,1
858,214.45,1,42,0,176,15,4,2,3,2,0
859,191.29,5,27,0,191,17,4,1,3,4,0
860,266.37,5,25,0,354,1,0,2,1,0,2
861,281.9,3,44,0,181,12,4,2,0,1,2
862,668.58,2,30,0,29,2,6,3,2,3,2
863,483.92,2,33,0,105,13,0,1,1,4,1
864,187.0,3,32,0,50,23,4,1,2,1,2
865,587.83,4,44,0,65,13,4,3,2,4,1
866,37.97,4,27,0,334,2,2,2,1,1,0
867,65.84,4,33,1,252,2,6,3,1,3,0
868,425.19,1,31,0,85,19,0,1,1,1,0
869,255.75,3,28,0,46,10,1,4,1,4,2
870,65.81,3,41,0,189,6,0,2,3,4,1
871,439.94,2,28,0,106,2,6,2,2,1,0
872,85.78,5,22,0,149,18,2,3,0,0,1
873,427.49,3,22,0,168,10,3,3,0,1,0
874,155.06,4,47,0,258,12,4,1,2,3,2
875,215.78,5,37,0,157,14,6,2,0,3,2
876,84.89,2,33,0,91,21,6,3,3,3,1
877,26.81,3,24,0,23,10,1,3,2,0,1
878,25.49,2,22,0,37,14,4,1,1,0,2
879,40.57,5,28,0,58,6,5,2,2,3,0
880,160.41,3,34,0,317,6,0,4,3,2,1
881,171.64,1,39,0,344,5,3,2,2,2,2
882,54.41,4,34,0,354,9,3,2,0,3,1
883,148.89,1,44,0,361,13,0,3,2,2,0
884,17.86,4,24,0,122,0,3,2,2,1,1
885,38.88,2,25,0,204,3,6,1,1,1,0
886,67.68,1,31,0,95,8,5,3,3,3,1
887,254.12,1,24,0,95,8,0,2,3,2,2
888,418.29,4,29,0,145,9,3,3,2,0,1
889,246.05,5,29,0,331,3,3,2,3,4,1
890,53.84,4,39,0,345,16,2,2,0,3,2
891,1512.45,1,36,1,243,0,4,3,1,2,2
892,443.1,1,16,0,124,13,1,1,0,0,2
893,144.25,5,39,0,253,12,3,2,3,3,1
894,139.49,1,45,0,325,3,3,1,0,2,1
895,108.29,2,25,0,242,4,5,1,1,2,1
896,12.4,4,45,0,56,3,0,3,2,1,0
897,76.02,3,38,0,303,9,1,2,2,4,2
898,401.53,2,48,0,16,20,4,3,1,0,2
899,110.6,2,27,0,70,18,3,3,3,2,1
900,131.22,1,21,0,334,19,0,1,0,2,2
901,139.61,2,44,0,311,13,5,3,1,1,0
902,135.91,4,32,0,31,6,2,4,2,4,0
903,94.11,3,41,0,22,20,0,3,3,1,0
904,355.37,5,18,0,101,11,2,1,1,0,2
905,114.09,1,38,0,210,0,4,2,3,0,0
906,49.38,3,42,0,2,19,4,2,2,4,2
907,162.84,3,38,0,243,6,0,3,2,4,2
908,700.65,1,39,0,275,14,2,1,2,1,2
909,316.76,4,35,0,325,23,5,1,2,3,2
910,278.42,5,22,0,363,10,6,3,3,0,1
911,182.36,2,49,0,2,10,6,3,0,3,0
912,257.74,1,47,1,327,3,4,2,0,1,0
913,106.4,2,30,0,347,23,5,3,0,4,0
915,81.67,2,29,0,139,11,6,2,1,4,0
916,182.56,3,16,0,340,2,1,2,0,4,2
917,91.51,3,27,1,6,20,6,3,2,4,2
918,470.79,5,52,0,118,4,6,3,3,1,2
919,18.19,3,47,0,138,8,6,3,2,0,0
920,34.62,4,58,0,157,22,5,3,0,4,1
921,308.58,2,62,1,254,16,2,3,1,0,2
922,74.09,3,29,0,347,16,1,3,0,1,1
923,306.61,4,36,0,49,3,3,2,1,2,2
924,153.88,3,40,0,48,5,1,4,1,2,0
925,867.36,4,44,0,92,4,6,2,3,1,2
926,226.58,3,33,0,72,23,4,1,2,3,1
927,19.7,1,37,0,170,12,0,2,2,3,1
928,245.98,4,36,0,84,10,2,2,2,2,0
929,64.81,1,40,0,57,12,6,3,3,4,0
930,222.01,4,25,0,152,19,6,2,0,2,0
931,106.73,1,37,0,41,6,4,1,3,3,2
932,51.58,1,31,0,262,14,0,2,2,4,2
933,22.45,1,47,1,178,18,4,3,2,2,2
934,141.94,5,39,0,35,18,1,4,2,2,2
935,387.05,3,40,0,240,2,6,3,2,0,2
936,158.8,3,26,0,23,8,0,1,2,4,2
937,441.3,3,36,0,362,7,3,3,3,4,0
938,173.29,3,38,0,103,23,2,1,2,2,0
939,483.46,1,29,0,135,17,3,3,0,1,2
940,90.03,4,44,0,187,5,2,2,3,3,1
941,69.28,3,36,0,12,10,6,2,0,1,1
942,590.35,2,36,0,182,10,2,3,1,1,1
943,143.1,5,26,0,199,3,6,3,0,4,2
944,366.08,2,41,0,202,22,0,2,2,0,0
945,112.23,3,42,0,266,17,4,2,0,3,1
946,280.85,1,47,1,276,11,1,1,3,2,1
947,15.5,1,28,0,189,12,3,3,2,2,2
948,588.32,2,40,0,340,15,6,1,0,1,2
949,166.95,3,40,0,316,7,5,2,3,4,2
950,201.4,2,31,0,348,20,3,1,3,0,1
951,75.68,2,21,1,197,3,6,3,2,1,2
952,10.56,2,42,0,56,23,0,4,2,0,1
953,168.36,1,40,0,126,4,0,1,1,3,0
954,343.13,5,28,0,136,5,6,3,3,1,2
955,119.01,5,25,0,129,23,0,3,3,3,1
956,348.7,1,31,0,364,15,5,3,2,2,2
957,125.23,4,31,0,114,2,4,3,2,4,0
958,73.96,4,29,0,32,6,3,1,2,1,0
959,141.12,4,21,0,267,11,5,3,2,0,2
960,75.15,1,33,0,310,21,1,3,1,4,0
961,51.1,4,35,1,185,1,0,2,3,4,1
962,239.49,5,45,0,22,8,3,1,0,3,0
963,169.5,5,34,0,66,4,5,3,3,0,1
964,182.02,1,25,0,28,12,4,3,0,3,2
965,103.58,2,40,0,260,8,0,1,0,3,0
966,210.03,1,36,0,144,22,3,2,2,3,1
967,778.05,4,31,1,163,3,5,1,0,1,1
968,73.67,2,32,0,169,13,3,2,3,4,1
969,13.11,5,41,0,290,7,1,1,1,1,2
970,223.97,1,23,0,203,5,5,3,3,4,0
971,49.83,3,32,0,232,5,4,3,0,3,1
972,150.98,5,18,0,5,21,0,1,0,2,2
973,35.07,3,40,0,267,5,0,1,1,2,2
974,143.55,4,31,0,84,21,1,3,0,2,2
975,344.1,1,40,0,290,13,4,2,3,2,2
976,49.05,1,44,0,42,19,2,1,2,3,0
977,117.16,2,22,0,95,11,5,2,1,4,0
978,421.96,3,48,0,73,19,2,1,0,0,1
979,593.4,2,23,0,58,10,0,3,2,3,1
980,369.14,5,35,0,286,19,6,3,0,4,0
981,585.48,3,42,0,157,3,3,1,0,2,0
982,301.56,2,32,0,294,2,4,2,3,3,0
983,284.32,4,47,0,300,13,1,3,3,1,2
984,20.85,1,46,0,99,12,1,3,2,2,2
985,44.44,5,37,0,278,18,0,3,0,2,0
986,159.55,2,35,0,144,5,4,1,3,2,0
987,131.13,1,24,0,282,19,5,1,1,2,2
988,388.87,1,33,0,153,7,5,3,0,0,1
989,261.96,2,43,0,256,16,3,3,2,0,2
990,54.08,1,42,0,61,10,3,3,3,2,2
991,280.91,3,43,0,250,9,2,2,1,0,1
992,91.15,4,55,0,2,10,2,3,0,4,0
993,314.19,2,29,0,306,12,4,2,1,3,2
994,146.58,2,33,0,285,18,0,1,1,3,1
995,966.18,3,38,0,185,6,0,1,1,2,0
996,352.35,2,25,0,299,2,6,3,0,3,2
997,43.52,5,51,0,196,20,1,1,2,1,2
998,182.78,5,47,1,18,13,6,1,3,2,2
999,196.44,4,29,0,269,22,1,2,3,0,0
1000,439.85,2,20,0,362,0,3,2,1,2,1
1001,85.78,1,59,0,219,14,0,1,1,3,1
1002,17.99,5,43,0,1,9,0,4,2,3,1
1003,386.17,5,32,0,185,15,5,3,2,4,1
1004,168.36,1,31,0,235,3,4,2,3,3,0
1005,82.73,1,61,0,47,15,2,2,3,1,2
1006,332.26,2,20,0,131,16,6,2,2,3,2
1007,86.96,1,34,0,183,18,5,3,1,2,1
1008,47.29,5,41,0,63,19,1,3,3,2,0
1009,213.92,3,35,0,34,11,0,4,3,1,0
1010,142.52,4,39,0,3,20,2,2,0,2,2
1011,235.84,4,47,0,153,6,4,3,0,1,0
1012,21.52,2,26,0,280,21,1,2,0,0,2
1013,61.17,3,37,0,4,3,2,1,0,3,0
1014,125.94,3,23,0,63,18,4,2,3,1,2
1015,107.37,1,47,0,324,23,5,1,3,4,0
1016,95.2,3,20,0,109,1,5,2,1,2,0
1017,95.05,2,38,0,358,6,1,3,3,3,0
1018,142.39,1,30,0,57,1,5,2,3,1,1
1019,336.06,2,41,0,95,23,0,1,1,3,0
1020,32.35,2,34,0,268,20,4,2,2,4,2
1021,194.87,5,36,0,349,13,6,2,0,1,1
1022,81.61,4,29,0,220,7,2,2,0,0,2
1023,30.25,4,37,0,300,10,1,1,1,3,2
1024,30.75,5,41,0,251,11,1,2,2,0,0
1025,72.34,4,39,0,125,14,2,1,0,0,1
1026,149.37,3,37,0,354,20,4,1,3,1,2
1027,133.56,3,32,0,300,20,3,2,1,4,2
1028,68.15,2,34,0,231,5,6,3,1,2,2
1029,235.03,5,29,0,311,20,0,2,3,3,2
1030,124.46,3,34,0,357,22,5,1,1,2,1
1031,56.38,2,32,0,187,8,0,3,0,2,0
1032,777.05,1,21,0,245,12,3,2,3,2,0
1033,594.45,3,18,1,48,4,4,1,0,3,1
1034,32.18,1,56,0,358,1,5,3,3,2,2
1035,14.94,3,35,0,289,2,4,3,1,2,1
1036,115.32,5,23,0,328,10,5,2,0,3,2
1037,202.81,4,31,0,140,20,2,1,0,3,2
1038,16.23,5,32,0,185,12,3,2,2,1,1
1039,161.14,4,19,0,34,16,3,2,3,4,1
1040,32.65,2,36,0,110,15,2,2,0,0,2
1041,68.18,2,23,0,296,23,6,1,0,4,1
1042,267.21,1,22,0,97,14,4,2,2,1,2
1043,426.83,4,22,0,182,22,4,3,1,1,1
1044,95.8,2,29,0,41,23,4,3,2,2,1
1045,41.18,3,37,0,184,14,6,1,0,0,1
1046,231.38,2,29,0,233,16,5,3,1,4,0
1047,49.53,1,37,0,256,8,6,2,3,3,0
1049,569.81,5,34,0,278,9,4,2,0,1,2
1050,40.21,4,40,0,124,0,3,3,2,3,2
1051,1106.24,1,34,0,89,0,1,2,0,2,0
1052,303.71,1,40,0,257,13,0,1,2,2,2
1053,115.86,3,26,0,138,6,3,2,0,2,1
1054,229.84,4,33,0,231,2,5,1,3,4,0
1055,65.02,4,27,0,98,7,1,3,1,3,1
1056,266.12,2,46,0,229,6,6,1,1,3,1
1057,718.22,1,41,0,349,13,5,1,1,3,1
1058,221.03,3,33,0,90,10,0,2,2,1,1
1059,85.98,4,36,0,136,20,2,1,2,0,1
1060,94.34,2,44,0,320,1,1,2,0,1,0
1061,615.28,1,29,0,276,1,4,1,3,0,2
1062,117.97,2,33,0,81,3,5,3,2,4,0
1063,81.83,1,40,0,19,17,6,1,1,3,0
1064,775.98,4,35,0,151,20,4,3,0,3,0
1065,472.81,4,41,0,229,4,6,1,3,2,2
1066,16.88,1,25,0,107,3,4,2,0,3,0
1067,365.61,3,21,0,43,21,3,2,3,1,2
1068,125.24,4,54,0,64,6,1,1,2,3,0
1069,82.09,2,41,0,25,4,3,2,2,4,2
1070,246.04,2,35,0,55,16,0,1,0,2,0
1071,125.17,2,22,0,349,4,6,3,1,4,2
1072,140.97,4,32,0,321,13,4,1,2,4,0
1073,56.78,4,28,0,113,11,0,4,3,2,1
1075,198.97,4,31,0,43,9,6,2,3,1,0
1077,123.25,1,34,0,184,14,1,1,0,4,0
1078,14.06,1,37,0,193,16,1,3,0,1,2
1079,51.7,5,22,1,29,19,6,1,0,3,2
1080,180.75,4,43,0,326,6,3,2,2,3,0
1081,41.68,2,20,0,166,12,4,3,3,4,1
1082,314.79,5,39,0,259,12,2,3,1,4,0
1083,563.85,5,25,1,1,3,5,3,1,4,2
1084,26.06,4,37,0,169,12,0,2,2,2,0
1085,32.85,1,25,0,67,8,2,3,0,4,2
1086,542.08,3,40,0,333,7,2,3,3,0,1
1087,416.72,4,41,0,234,5,5,2,2,4,1
1088,209.86,4,58,0,327,2,3,3,1,4,2
1089,226.01,2,19,0,61,12,5,2,0,3,1
